,0,1,2,3,4
0,6917,8429.0,"""It’s been a real adventure for me,""",['Sessions'],Senate
0,6920,8431.0,"""The Peter Navarro op-ed didn’t go through normal White House clearance processes and is the opinion of Peter alone,""",['Alyssa Farah' 'Peter Navarro'],White House
0,6921,8431.0,"""values the expertise of the medical professionals advising his Administration.""",['Alyssa Farah' 'Peter Navarro'],White House
0,6923,8432.0,"""It will burn down the American refugee protection system,""",['Jason Marks'],Citizenship and Immigration Services (USCIS)
0,6942,8460.0,"""The earlier-than-anticipated resumption in activity has been accompanied by a sharp increase in the virus spread in many areas,""",['Lael Brainard'],Federal Reserve System
0,6955,8482.0,"""Conditions are changing, and not just in a few locations,""",['Nicole LeBoeuf'],National Ocean Service
0,6981,8518.0,"""That includes wearing face masks, washing hands and social distancing where possible.""",['Hosseh Enad'],House of Representatives
0,6995,8541.0,"""When anything like this happens, when the military doesn’t provide essential information of how many people are infected or where they are from or where they have been outside of the base, the Okinawan people are really scared and frustrated and disappointed,""",['Manabu Sato'],Marine Corps
0,6996,8542.0,"""more cases, more hospitalizations,""",['Brett Giroir' 'Giroir'],"Civil Rights, Department of Health and Human Services Office for"
0,7014,8564.0,"""compelled to respond both to broad claims that our investigation was illegitimate""",['Roger Stone' 'Mueller'],Military Postal Service Agency
0,7015,8564.0,"""specific claims that Roger Stone was a victim of our office.""",['Roger Stone' 'Mueller'],Military Postal Service Agency
0,7020,8570.0,"""Health care is a major issue for voters and a liability for every Senate Republican on the ballot,""",['Lauren Passalacqua'],Senate
0,7022,8570.0,"""In 2018, health care helped cost them the House,""",['Jesse Ferguson'],Congress—U.S. House of Representatives
0,7039,8591.0,"""The Government have a duty to protect young minds from radicalization,""",['Leung'],Government Accountability Office (GAO)
0,7042,8592.0,"""establish a merit-based immigration system to further protect U.S. workers,""",['Trump'],White House
0,7059,8614.0,"""the data indicates the president remains healthy’""",['Sean Conley'],White House
0,7089,8640.0,"""I would like to understand why Federal Protective Service (F.P.S.) personnel are not adequate to carry out the task of protecting federal property,""",['Bennie Thompson'],Federal Protective Service
0,7097,8651.0,"""If Congress doesn’t do something in the summer, there is going to be a big mess,""",['John Lee Evans'],Congress—U.S. House of Representatives
0,7101,8654.0,"""There are limits to how good the program can be, because it’s a loan,""",['Nellie Liang'],Court of Federal Claims
0,7106,8656.0,"""If Congress doesn’t do something in the summer, there is going to be a big mess,""",['John Lee Evans'],Congress—U.S. House of Representatives
0,7109,8668.0,"""Their circumstances may be more challenging to rectify than those who were laid off because of a temporary closure,""",['Elizabeth Akers'],Council of Economic Advisers
0,7160,8736.0,", the two disagreed over Medicare for all and Mr. Biden defended the option of private insurance.",['Biden' 'Barkan'],Centers for Medicare and Medicaid Services (CMS)
0,7203,8774.0,"""I have a soft spot for Susan Collins in my heart,""",['Collins' 'Susan Collins'],Congress—U.S. House of Representatives
0,7204,8774.0,"""more thoughtful than your average partisan senator""",['Collins' 'Susan Collins'],Congress—U.S. House of Representatives
0,7206,8779.0,"""our great testing program continues to lead the World, by FAR!""",['Trump'],Open World Leadership Center
0,7212,8785.0,"""This ruling says very simply that Congress is in control of asylum, and the administration cannot act unilaterally to destroy our asylum system,""",['Lee Gelernt'],Congress—U.S. House of Representatives
0,7216,8791.0,"""As Virus Rages and Poll Numbers Slip, ‘American Carnage’ Redux""",['Virus Rages'],White House
0,7246,8819.0,"""We’ve got to make an example out of this guy — kick his butt,""",['Michael Suleiman'],Congress—U.S. House of Representatives
0,7262,8838.0,"""The jury is still out on ABO,""",['Mark Daly'],Department of Labor (DOL)
0,7267,8842.0,"""Conducting military exercises over disputed territory in the South China Sea is counterproductive to efforts at easing tensions and maintaining stability,""",['Pentagon'],Pentagon Force Protection Agency
0,7277,8857.0,"""We should be looking at breaking up some of those long-distance trains,""",['Anderson'],Senate
0,7279,8857.0,"""and figuring out how we serve the American consumer to provide high-quality service in short-haul markets.""",['Anderson'],Senate
0,7281,8860.0,"""Congress is willing to work with the administration, but we can’t write a blank check for them to continue operating U.S.C.I.S. in a way that is running our legal immigration system into the ground,""",['Bennie Thompson'],Congress—U.S. House of Representatives
0,7296,8876.0,"""One consequence of a postglobalization world is that people will start to think in a defensive way about blocs,""",['Mark Malloch Brown'],U.S. Mission to the United Nations
0,7317,8911.0,"""And thank you to the presenter for making it OK and for talking to the child too.""",['Dan Smith'],Smithsonian Institution
0,7324,8922.0,"""Aristotle always said, a long time ago, that when you put a message on a blank slate, that first message is critical,""",['Redfield' 'Robert Redfield'],Centers for Disease Control and Prevention (CDC)
0,7339,8941.0,"""What we saw last night was Medicaid expansion triumph over party and ideology,""",['Jonathan Schleifer'],Centers for Medicare and Medicaid Services (CMS)
0,7343,8943.0,"""We’re asking for relief in the next Senate Covid package to address the unique and specific costs to this industry,""",['Julie Heckman'],Senate
0,7423,9071.0,"""Without help, some systems may not survive, and others may have to reduce their service or hike fares,""",['Paul Skoutelas'],Congress—U.S. House of Representatives
0,7425,9080.0,"""It’s double jeopardy for older workers as businesses open up,""",['Tricia Neuman'],Centers for Medicare and Medicaid Services (CMS)
0,7447,9119.0,"""engaged in non-recommended high-risk practices with the intent of preventing SARS-CoV-2 transmission, including using bleach on food products, applying household cleaning and disinfectant products to skin and inhaling or ingesting cleaners and disinfectants.""",['a third'],Centers for Disease Control and Prevention (CDC)
0,7451,9128.0,"""Kickback schemes can undermine our health care system, compromise medical decisions, and waste taxpayer dollars,""",['Phillip Coyne'],Department of Health and Human Services (HHS)
0,7454,9132.0,"""As E.U. Opens, It Aims to Keep Americans Out""",['Halt Worker'],Court of Federal Claims
0,7459,9146.0,"""The Republican majority has given the Senate a bad bill and proposed no credible way to sufficiently improve it,""",['Chuck Schumer'],Senate
0,7487,9182.0,"""220 new miles of wall system that gives us an enhanced capability that we never had.""",['Mark Morgan'],Customs and Border Protection
0,7488,9182.0,"""It’s the most powerful and comprehensive border wall structure anywhere in the world.""",['Mark Morgan'],Customs and Border Protection
0,7511,9209.0,"""Republicans must offer private market coverage solutions that are preferable to Medicaid (which is now more popular than Obamacare),""",['White'],Centers for Medicare and Medicaid Services (CMS)
0,7525,9224.0,"""Due to more sunlight being scattered by the dust particles, there will likely be more vibrant sunsets and sunrises of the orange and red side of the visible light spectrum,""",['David Wally'],National Weather Service
0,7533,9228.0,"""It’s clear that Nate hates Trump,""",['Jacobs'],Congress—U.S. Senate
0,7534,9228.0,"""I think its reasonable to say if you want to run for Congress, you should take a leave of absence,""",['Jacobs'],Congress—U.S. House of Representatives
0,7535,9228.0,"""House Democrats are on offense in races across the country.""",['Robyn Patterson' 'McMurray'],Congress—U.S. House of Representatives
0,7563,9269.0,"""arbitrary and capricious allocations.""",['the Treasury Department'],Department of the Treasury
0,7565,9269.0,"""How do you think those tribes will feel about that?""",['the Treasury Department'],Department of the Treasury
0,7566,9269.0,"""payments that are clearly not reflective of the population of tribal citizens or of tribal needs""",['the Treasury Department'],Department of the Treasury
0,7570,9273.0,"""People would tell me she’s got a learning disability, go get a Social Security check for her,""",['Wright'],Social Security Administration (SSA)
0,7585,9301.0,"""We have met our part of the agreement,""",['McKenzie' 'Frank McKenzie'],U.S. Central Command (CENTCOM)
0,7587,9309.0,"""With 40 acres and a mule, what slaves were asking for was the ability to become functioning members of society, by working,""",['Royce West'],U.S. Senate
0,7626,9364.0,"""This deprivation of statehood is unjust, unequal, undemocratic and unacceptable,""",['Nancy Pelosi'],Congress—U.S. House of Representatives
0,7627,9364.0,"""the unofficial mayor of Washington.""",['Nancy Pelosi'],Congress—U.S. House of Representatives
0,7666,9419.0,"""the next House incumbent in serious danger of losing a primary.""",['Dave Wasserman'],Congress—U.S. House of Representatives
0,7689,9457.0,"""whatever we can, and for as long as it takes.""",['Fed'],Court of Federal Claims
0,7694,9458.0,"""I would have gotten up and walked out,""",['Wallace'],White House
0,7700,9475.0,"""Working voters have been concerned for years about China cheating on trade, taking their jobs, and the military threat.""",['Pete Olson'],Congress—U.S. House of Representatives
0,7723,9500.0,"""would exacerbate some of the more outlaw employers that we may have in this country.""",['Marc Perrone'],Senate
0,7727,9503.0,"""Cal’s profile as a military veteran is quite powerful in a state with so many veterans and military members,""",['Rachel Petri'],Bureau of the Fiscal Service
0,7728,9503.0,"""From what I see from my friends communicating online, spouses have grown much more vocal in opposition to policies,""",['Kate Marsh Lord'],Air Force
0,7730,9503.0,"""People took offense that they were using the military to calm peaceful protests by people of color who were out on the streets,""",['Jerry Green'],Army
0,7731,9503.0,"""The Mattis statement has changed people in some amazing ways,""",['Chelsea Mark'],Marine Corps
0,7732,9503.0,"""I have always been a swing voter,""",['Amy Rutkowske'],Army
0,7735,9512.0,"""I thought everyone should see that everyone can graduate, no matter the color of your skin,""",['Lee'],Army
0,7774,9560.0,"""a massive investment in our schools right now""",['Patty Murray'],Congress—U.S. House of Representatives
0,7775,9560.0,"""should have begun negotiations on this and countless other Covid-19 priorities weeks ago.""",['Patty Murray'],Congress—U.S. House of Representatives
0,7781,9562.0,"""Law enforcement cleared Lafayette Park with tear gas, rubber bullets, shields and horses prior to curfew which resulted in significant negative press.""",['Lafayette Park'],National Guard
0,7807,9602.0,"""Time is a luxury in terms of fertility and Jenny’s age,""",['Samotin'],Federal Maritime Commission
0,7814,9611.0,"""It will be a potential concern as the economy turns around, if that turnaround is less than ideal,""",['Donald Kohn'],Court of Federal Claims
0,7823,9632.0,"""I was excited for the opportunity to get training and grateful for what he was doing,""",['Juergens'],Occupational Safety and Health Administration (OSHA)
0,7828,9636.0,"""funding a different safety strategy.""",['Jeremiah Ellison'],Advisory Council on Historic Preservation
0,7849,9681.0,"""The Education of an Idealist,""",['The Education of an Idealist'],White House
0,7877,9736.0,"""We need to dominate the battlespace,""",['Mark Esper'],Defense Acquisition University
0,7878,9736.0,"""As of right now, Secretary Esper is still Secretary Esper,""",['Kayleigh McEnany'],White House
0,7879,9737.0,"""I cannot remain silent,""",['Mike Mullen'],Joint Chiefs of Staff
0,7887,9758.0,"""There couldn’t be a scarier person inhabiting the White House at this very moment.""",['Gary Mason'],White House
0,7897,9771.0,"""I would expect the C.D.C. to coordinate with the White House,""",['Lawrence Gostin'],White House
0,7902,9784.0,"""Now that he has been confirmed as S.I.G.P.R., Mr. Miller must show Congress and the American people that he is capable of acting independently from the administration and that he will hold all bad actors accountable,""",['Sherrod Brown'],Senate
0,7907,9791.0,"""You have to be a little careful about assuming you can just do things with magic,""",['Stein'],Court of Federal Claims
0,7908,9791.0,"""to help companies paper over existing problems arising from excessive leverage, international price competition and concerns about long-term viability,""",['Sherrod Brown'],Senate
0,7909,9794.0,"""progress toward convening the G7,""",['the White House'],White House
0,7916,9794.0,"""the Germans suspected it was just a photo op with Trump in the White House.""",['Merkel' 'the White House'],White House
0,7950,9824.0,"""Although the post had a troubling historical reference, we decided to leave it up because the National Guard references meant we read it as a warning about state action, and we think people need to know if the government is planning to deploy force,""",['Zuckerberg'],National Guard
0,7980,9869.0,"""reassure Congress and the American people that our Ambassador to Brazil is truly representing the interests of the United States and not the narrow, political interests of President Trump.""",['Chapman'],Congress—U.S. House of Representatives
0,7982,9870.0,"""Considering the curveball Covid threw into the political landscape, it’s smart of the campaign to reassess what the most effective messaging is and where and when to place their ad dollars,""",['Sean Spicer'],White House
0,7992,9877.0,"""Vice Chair Quarles has not been shy about lobbying on behalf of Wall Street, and it concerns us to learn that Vice Chair Quarles and Federal Reserve staff have been working with Senate Republicans to craft legislation that would undermine financial protections Congress passed after the last financial crisis.""",['Chair Quarles'],Senate
